order_id,customer_name,email,region,category,order_date,quantity,unit_price,status,sales_rep,revenue,order_month,order_quarter
ORD-0197,Daniel Salinas,megan90@example.org,North,Clothing,2024-07-15,12,122.33,Cancelled,Sarah Flynn,1467.96,2024-07,2024Q3
ORD-0198,Spencer Haynes,williamsdarlene@example.net,East,Clothing,2024-07-16,12,121.16,Pending,Walter Summers,1453.92,2024-07,2024Q3
ORD-0199,Adam Vaughan,debra96@example.net,North,Electronics,2024-07-17,4,442.44,Pending,Frank Campbell MD,1769.76,2024-07,2024Q3
ORD-0200,Nathan Freeman,jimenezcourtney@example.com,East,Clothing,2024-07-18,16,223.8,Completed,,3580.8,2024-07,2024Q3
ORD-0201,Melissa Brewer,timothy64@example.com,North,Electronics,2024-07-19,4,168.79,Completed,Samuel Kramer,675.16,2024-07,2024Q3
ORD-0202,Ricky Davis II,barkereric@example.com,South,Clothing,2024-07-20,5,227.14,,Pamela Williams,1135.7,2024-07,2024Q3
ORD-0203,Elizabeth Perkins,,North,Electronics,2024-07-21,5,336.35,Pending,Sara Smith,1681.75,2024-07,2024Q3
ORD-0204,Joseph Coleman,larryhiggins@example.net,North,Electronics,2024-07-22,8,77.15,,Brooke Bryant,617.2,2024-07,2024Q3
ORD-0205,Erin Warner,theresa25@example.net,South,Electronics,2024-07-23,9,227.47,Pending,Jessica Forbes DVM,2047.23,2024-07,2024Q3
ORD-0206,David Martinez,,West,Clothing,2024-07-24,17,296.0,Cancelled,Elizabeth Baxter,5032.0,2024-07,2024Q3
ORD-0207,Bryan Herrera,floressteven@example.com,West,Clothing,2024-07-25,9,474.55,Completed,Anna Ward,4270.95,2024-07,2024Q3
ORD-0208,Cathy Robinson,gwright@example.org,North,,2024-07-26,19,130.0,Completed,Matthew Banks,2470.0,2024-07,2024Q3
ORD-0209,Dr. William Warren,,South,Clothing,2024-07-27,14,182.83,Cancelled,Mario Barber,2559.62,2024-07,2024Q3
ORD-0210,Brian Lee,sonia96@example.org,North,Clothing,2024-07-28,8,192.78,Completed,,1542.24,2024-07,2024Q3
ORD-0211,Christopher Smith,lisapeck@example.net,East,Clothing,2024-07-29,9,304.74,,Jessica Davis,2742.66,2024-07,2024Q3
ORD-0212,Denise Mccann,james27@example.net,East,,2024-07-30,11,181.58,Cancelled,,1997.38,2024-07,2024Q3
ORD-0213,Melissa Martinez,tjimenez@example.com,North,Food,2024-07-31,1,269.09,,Daniel Miller,269.09,2024-07,2024Q3
ORD-0214,Katherine Salas,davisphillip@example.com,West,Food,2024-08-01,14,391.99,Pending,Kelly Wallace,5487.86,2024-08,2024Q3
ORD-0215,Julie Alexander,jasongomez@example.org,West,Food,2024-08-02,5,270.85,Completed,Greg Martinez,1354.25,2024-08,2024Q3
ORD-0216,Anthony Everett,troy74@example.net,North,Food,2024-08-03,14,270.85,,Melissa Woods,3791.9,2024-08,2024Q3
ORD-0217,Rodney Morales,booneryan@example.com,North,Electronics,2024-08-04,4,432.79,Pending,Brandon Shaffer,1731.16,2024-08,2024Q3
ORD-0218,Mark Brown,kathryn50@example.com,East,Food,2024-08-05,1,281.28,,Jacob Evans,281.28,2024-08,2024Q3
ORD-0219,Justin Torres,hudsonjames@example.net,West,,2024-08-06,19,272.25,Pending,Robert Baxter,5172.75,2024-08,2024Q3
ORD-0220,Bailey Duran DDS,charles87@example.net,North,Electronics,2024-08-07,8,21.92,Completed,Megan Jones,175.36,2024-08,2024Q3
ORD-0221,Courtney Mills,marcia99@example.org,East,Electronics,2024-08-08,15,493.41,Cancelled,Lisa Martin,7401.15,2024-08,2024Q3
ORD-0222,Jeremy Dalton,theresalong@example.com,West,Electronics,2024-08-09,9,65.87,Pending,Daniel Goodman,592.83,2024-08,2024Q3
ORD-0223,Elizabeth Oliver DDS,kari39@example.net,South,Food,2024-08-10,9,119.41,Completed,Lisa Ramos,1074.69,2024-08,2024Q3
ORD-0224,Theresa Clark,,East,Food,2024-08-11,9,30.59,,Steven Taylor,275.31,2024-08,2024Q3
ORD-0225,Matthew Moore,jenniferbrock@example.net,West,Food,2024-08-12,10,321.8,Completed,Nicholas Bell,3218.0,2024-08,2024Q3
ORD-0226,Benjamin Smith,ghernandez@example.org,West,Clothing,2024-08-13,9,116.23,Completed,Richard Wright,1046.07,2024-08,2024Q3
ORD-0227,Kirk Carter,sarah52@example.com,East,Clothing,2024-08-14,3,94.11,Pending,Danielle Burke,282.33,2024-08,2024Q3
ORD-0228,Michael Warner,brittney88@example.net,South,Clothing,2024-08-15,11,48.84,Completed,Dominique Pugh,537.24,2024-08,2024Q3
ORD-0229,Michael Bradshaw,terickson@example.com,East,Clothing,2024-08-16,6,56.14,Completed,Ryan Liu,336.84,2024-08,2024Q3
ORD-0230,Lori Guerrero,richardsonemily@example.com,West,Food,2024-08-17,2,294.41,Cancelled,Lawrence Lopez,588.82,2024-08,2024Q3
ORD-0231,Jessica Stephens,laura09@example.com,North,Food,2024-08-18,9,345.66,Completed,,3110.94,2024-08,2024Q3
ORD-0232,Susan Serrano,tammy99@example.org,North,Clothing,2024-08-19,18,201.7,Cancelled,Matthew Bowers,3630.6,2024-08,2024Q3
ORD-0233,Christopher Parker,silvageorge@example.net,East,Clothing,2024-08-20,2,242.55,Cancelled,Cynthia Cruz,485.1,2024-08,2024Q3
ORD-0234,Laura Roberts,,West,Clothing,2024-08-21,17,344.55,Completed,Mark Jones,5857.35,2024-08,2024Q3
ORD-0235,Michael Lyons,armstrongjackie@example.org,North,Electronics,2024-08-22,11,13.6,Completed,Alexandria Ward,149.6,2024-08,2024Q3
ORD-0236,Kathryn Snyder,alexanderrobert@example.com,West,Clothing,2024-08-23,12,164.95,,James Combs,1979.4,2024-08,2024Q3
ORD-0237,Andrew Reynolds,roberthampton@example.com,East,Clothing,2024-08-24,9,486.68,Pending,Joshua Thompson,4380.12,2024-08,2024Q3
ORD-0238,David Davis,,North,,2024-08-25,7,292.16,Completed,William Jones,2045.12,2024-08,2024Q3
ORD-0239,Sara Johnston,thorntonapril@example.net,West,Clothing,2024-08-26,6,130.84,Completed,Alexis Lewis,785.04,2024-08,2024Q3
ORD-0240,Yvonne Chambers,whitney78@example.com,North,,2024-08-27,1,263.26,,Tiffany Sanders,263.26,2024-08,2024Q3
ORD-0241,Andrew Avila,sue78@example.com,East,Electronics,2024-08-28,17,174.61,Completed,Micheal Wang,2968.37,2024-08,2024Q3
ORD-0242,Matthew Moon,erica49@example.com,West,Clothing,2024-08-29,11,268.46,Completed,James Davidson,2953.06,2024-08,2024Q3
ORD-0243,Kevin Walters,susanramirez@example.com,North,Electronics,2024-08-30,18,67.24,Cancelled,Brittany Miller,1210.32,2024-08,2024Q3
ORD-0244,Brandon Bailey MD,shellyhendrix@example.com,East,Electronics,2024-08-31,17,70.69,,Thomas Mccann,1201.73,2024-08,2024Q3
ORD-0245,Shannon Rivera,,North,Clothing,2024-09-01,7,76.05,,Gabriel Willis,532.35,2024-09,2024Q3
ORD-0246,Donna Landry,hannahburns@example.com,North,,2024-09-02,17,470.21,Completed,Marie Day,7993.57,2024-09,2024Q3
ORD-0247,Krista Gibson,ann44@example.org,South,Clothing,2024-09-03,9,367.78,Cancelled,Jeffrey Ashley,3310.02,2024-09,2024Q3
ORD-0248,Frank Cordova,zhuang@example.com,South,Electronics,2024-09-04,17,85.38,Completed,David Middleton,1451.46,2024-09,2024Q3
ORD-0249,Jose Travis,kellyroberts@example.net,East,,2024-09-05,8,98.23,Pending,Logan Brown,785.84,2024-09,2024Q3
ORD-0250,Kimberly Gutierrez,reedscott@example.com,South,Clothing,2024-09-06,17,366.76,Pending,Mary Thompson,6234.92,2024-09,2024Q3
ORD-0251,Isaiah Avila,,East,Clothing,2024-09-07,7,82.3,Completed,Chad Smith,576.1,2024-09,2024Q3
ORD-0252,Olivia Harris,,South,Food,2024-09-08,1,121.11,Completed,Gregory Holmes PhD,121.11,2024-09,2024Q3
ORD-0253,Tanya Kim,brentstein@example.org,North,Electronics,2024-09-09,13,481.86,Pending,Jacob Brady,6264.18,2024-09,2024Q3
ORD-0254,Barbara Dudley,briangutierrez@example.net,East,Clothing,2024-09-10,19,131.38,Pending,Morgan Wilson,2496.22,2024-09,2024Q3
ORD-0255,Cynthia Moore,xgarcia@example.org,East,Electronics,2024-09-11,19,332.51,Pending,Frances Patterson,6317.69,2024-09,2024Q3
ORD-0256,Kristen Davis,oconnelltiffany@example.org,North,Electronics,2024-09-12,17,489.42,Cancelled,Deborah Proctor,8320.14,2024-09,2024Q3
ORD-0257,Susan Murray MD,edelgado@example.com,East,,2024-09-13,13,190.28,Pending,Kathleen Dixon,2473.64,2024-09,2024Q3
ORD-0258,Kathleen Moran,katelynmitchell@example.com,East,,2024-09-14,16,13.67,Cancelled,Scott Jackson,218.72,2024-09,2024Q3
ORD-0259,Denise Davenport,velezchristopher@example.net,South,Food,2024-09-15,8,125.85,Completed,,1006.8,2024-09,2024Q3
ORD-0260,Mrs. Kristen Reyes,amandasharp@example.org,East,Clothing,2024-09-16,19,416.28,,Raymond Shannon,7909.32,2024-09,2024Q3
ORD-0261,Katie Suarez,robertmonroe@example.org,West,Electronics,2024-09-17,18,432.98,,Ashley Yang,7793.64,2024-09,2024Q3
ORD-0262,Desiree Tyler,lfrench@example.net,North,Clothing,2024-09-18,1,385.42,,Scott Smith,385.42,2024-09,2024Q3
ORD-0263,Timothy Romero,nancy04@example.net,South,Electronics,2024-09-19,14,60.99,Pending,,853.86,2024-09,2024Q3
ORD-0264,Diane Evans,hebertmatthew@example.com,South,Electronics,2024-09-20,19,398.78,,Jack Mora,7576.82,2024-09,2024Q3
ORD-0265,Yvonne Burns,ismall@example.net,West,Electronics,2024-09-21,15,459.75,Completed,Tyler Johnson,6896.25,2024-09,2024Q3
ORD-0266,Joshua Reed,znelson@example.org,North,Food,2024-09-22,18,302.3,Cancelled,Michelle Rios,5441.4,2024-09,2024Q3
ORD-0267,Kimberly Gibson,francisco74@example.net,North,Clothing,2024-09-23,2,470.73,Pending,David Moon,941.46,2024-09,2024Q3
ORD-0268,Colin Terry,alexisrogers@example.com,South,Electronics,2024-09-24,17,414.29,Cancelled,Roger Duncan,7042.93,2024-09,2024Q3
ORD-0269,Cynthia Rowe,gregorychase@example.com,East,,2024-09-25,9,335.15,Pending,Michael Williams,3016.35,2024-09,2024Q3
ORD-0270,Patrick Thornton,frobertson@example.com,South,,2024-09-26,6,290.71,Cancelled,Jose Williams,1744.26,2024-09,2024Q3
ORD-0271,Jasmin Alvarado,lopezdonald@example.com,North,Clothing,2024-09-27,19,177.54,Pending,Shawn Cline,3373.26,2024-09,2024Q3
ORD-0272,Veronica Simpson,adamreyes@example.com,West,Electronics,2024-09-28,4,83.85,Cancelled,Emily Miller,335.4,2024-09,2024Q3
ORD-0273,Jonathan Lawrence,stephanie49@example.net,South,,2024-09-29,9,304.45,,Jacob Carter,2740.05,2024-09,2024Q3
ORD-0274,Shelly Alexander,greenmichael@example.org,North,Clothing,2024-09-30,8,162.47,Pending,Nancy Sanchez,1299.76,2024-09,2024Q3
ORD-0275,Joyce Bowen,contrerassteven@example.org,South,Clothing,2024-10-01,7,433.89,Cancelled,Wesley Cuevas,3037.23,2024-10,2024Q4
ORD-0276,Matthew Moore,tparks@example.com,East,Clothing,2024-10-02,3,496.7,Pending,Morgan Payne,1490.1,2024-10,2024Q4
ORD-0277,Wayne Morgan,fowlershelia@example.com,South,,2024-10-03,10,377.45,Pending,Brittany Randolph,3774.5,2024-10,2024Q4
ORD-0278,Marie Christian,jeffreyanderson@example.org,South,Food,2024-10-04,10,49.79,Pending,Joshua Fields,497.9,2024-10,2024Q4
ORD-0279,Shannon James,madkins@example.com,North,Food,2024-10-05,19,147.9,Completed,Alexandra Rogers,2810.1,2024-10,2024Q4
ORD-0280,Nathan Malone,emiles@example.net,North,Food,2024-10-06,14,59.01,Completed,Jamie Rojas,826.14,2024-10,2024Q4
ORD-0281,Amanda Jones,kathleenbecker@example.net,North,,2024-10-07,2,327.0,Pending,Daniel Bird,654.0,2024-10,2024Q4
ORD-0282,Tammie Bright,foxallison@example.com,South,Food,2024-10-08,1,383.77,Pending,Tyrone Kaufman,383.77,2024-10,2024Q4
ORD-0283,Jessica Garcia,starkdaniel@example.net,East,Electronics,2024-10-09,9,463.21,Pending,Douglas Williams,4168.89,2024-10,2024Q4
ORD-0284,Shelia Wallace,ashleyhernandez@example.com,West,Clothing,2024-10-10,7,221.9,Completed,Ryan Gutierrez,1553.3,2024-10,2024Q4
ORD-0285,Stephanie Williams,nwilson@example.net,West,Clothing,2024-10-11,8,451.18,,Judy Adkins,3609.44,2024-10,2024Q4
ORD-0286,Elaine Brooks,,North,Clothing,2024-10-12,1,439.56,Pending,Kathy Walsh,439.56,2024-10,2024Q4
ORD-0287,Joseph Knight,gdavis@example.com,North,,2024-10-13,9,162.01,Completed,Kevin Brown,1458.09,2024-10,2024Q4
ORD-0288,Carolyn Miller,chavezwilliam@example.com,South,Food,2024-10-14,8,435.11,,,3480.88,2024-10,2024Q4
ORD-0289,Lisa Allen,hansenemily@example.com,West,Food,2024-10-15,15,190.96,Pending,,2864.4,2024-10,2024Q4
ORD-0290,Briana Murray,fosterlisa@example.net,North,Electronics,2024-10-16,5,151.95,Cancelled,Bianca Carter,759.75,2024-10,2024Q4
ORD-0291,David Smith,,East,Clothing,2024-10-17,3,326.29,Completed,Tammy Long,978.87,2024-10,2024Q4
ORD-0292,Stephanie Byrd,,East,Electronics,2024-10-18,19,167.55,Completed,Erika Chavez,3183.45,2024-10,2024Q4
ORD-0293,Jeremy Reed,bethwilliams@example.com,North,Clothing,2024-10-19,1,316.95,Completed,Tony Taylor,316.95,2024-10,2024Q4
ORD-0294,Margaret Coleman,weaverbrian@example.org,North,Electronics,2024-10-20,15,306.87,,Ashley Garcia,4603.05,2024-10,2024Q4
ORD-0295,Ryan Gonzalez,ajohnson@example.org,West,Electronics,2024-10-21,8,283.9,Completed,Erik Martinez,2271.2,2024-10,2024Q4
ORD-0296,John Young,katiegood@example.net,West,,2024-10-22,2,193.31,,Randy Hayes,386.62,2024-10,2024Q4
ORD-0297,Laura Haney,ybrooks@example.com,South,Clothing,2024-10-23,3,276.51,,Samuel Davis,829.53,2024-10,2024Q4
ORD-0298,William Barrett,rbennett@example.net,West,,2024-10-24,14,300.26,Completed,Elizabeth Bush,4203.64,2024-10,2024Q4
ORD-0299,Keith Jennings,desireebailey@example.org,East,Electronics,2024-10-25,14,275.12,Completed,Cindy Gates,3851.68,2024-10,2024Q4
ORD-0300,Amber Obrien,urice@example.org,East,Electronics,2024-10-26,11,224.99,Completed,Michael Schmitt,2474.89,2024-10,2024Q4
